,Date,spy_close,spy_daily_return,spy_daily_log1_return,btc_close,btc_daily_return,btc_daily_log1_return,spy_yearly_return,btc_yearly_return
0,1993-01-29,24.840694427490234,,,,,,,
1,1993-02-01,25.017358779907227,0.0023650330962645683,0.002362240807195471,,,,,
2,1993-02-02,25.070350646972656,0.0021182039052016766,0.0021159636742625033,,,,,
3,1993-02-03,25.33538246154785,0.010571524040777547,0.010516036198630258,,,,,
4,1993-02-04,25.441383361816406,0.004183907641001072,0.004175179436292444,,,,,
5,1993-02-05,25.423709869384766,-0.0006946749781761019,-0.000694916376640877,,,,,
6,1993-02-08,25.423709869384766,0.0,0.0,,,,,
7,1993-02-09,25.24704360961914,-0.006948878061984409,-0.00697313394791822,,,,,
8,1993-02-10,25.282371520996094,0.0013992890384795231,0.0013983109458894293,,,,,
9,1993-02-11,25.406051635742188,0.004891950687591962,0.004880023977596381,,,,,
10,1993-02-12,25.211694717407227,-0.007650024534372468,-0.007679436067377053,,,,,
11,1993-02-16,24.575658798217773,-0.006367513322075635,-0.006387872405534613,,,,,
12,1993-02-17,24.557992935180664,-0.0007188357871565909,-0.0007190942734812765,,,,,
13,1993-02-18,24.540327072143555,-0.0007193528837530216,-0.0007196117421865219,,,,,
14,1993-02-19,24.628660202026367,0.003599509070238982,0.003593046341257022,,,,,
15,1993-02-22,24.71700668334961,0.0011942868392120776,0.001193574245988962,,,,,
16,1993-02-23,24.699331283569336,-0.0007151108549151575,-0.0007153666686466209,,,,,
17,1993-02-24,25.017358779907227,0.012875955736884714,0.012793765386493915,,,,,
18,1993-02-25,25.070350646972656,0.0021182039052016766,0.0021159636742625033,,,,,
19,1993-02-26,25.105688095092773,0.001409531466780134,0.0014085390097923196,,,,,
20,1993-03-01,25.0350284576416,-0.0009390439229620684,-0.0009394851009186375,,,,,
21,1993-03-02,25.406051635742188,0.014820162027310735,0.01471141652681317,,,,,
22,1993-03-03,25.512060165405273,0.004172570031068856,0.004163889000497422,,,,,
23,1993-03-04,25.37070655822754,-0.005540658271471655,-0.005556064652527438,,,,,
24,1993-03-05,25.30004119873047,-0.0027853130276402904,-0.0027891992298417806,,,,,
25,1993-03-08,25.865400314331055,0.007393919779669522,0.007366718753991891,,,,,
26,1993-03-09,25.777050018310547,-0.0034157714532473404,-0.003421618519181974,,,,,
27,1993-03-10,25.830062866210938,0.002056590954462756,0.002054479066316773,,,,,
28,1993-03-11,25.75938606262207,-0.002736222670263855,-0.002739972970180435,,,,,
29,1993-03-12,25.4943904876709,-0.010287340478804752,-0.010340620890009705,,,,,
30,1993-03-15,25.618038177490234,0.0016140587191011413,0.0016127575262730447,,,,,
