date,bitcoin,chainlink,ethereum,solana,uniswap,bitcoin_daily_return,bitcoin_daily_log1p_return,ethereum_daily_return,ethereum_daily_log1p_return,solana_daily_return,solana_daily_log1p_return,uniswap_daily_return,uniswap_daily_log1p_return,chainlink_daily_return,chainlink_daily_log1p_return
2015-12-11,452.4149999999999,,0.9167389424445134,,,,,,,,,,,,
2015-12-12,434.903,,0.9712583097472548,,,-0.03870782356906799,-0.03947688247367079,0.05947098435391407,0.057769712182180015,,,,,,
2015-12-13,435.8150000000001,,0.9583031735578238,,,0.0020970193353462285,0.002094823659347354,-0.013338507438667158,-0.01342826437156681,,,,,,
2015-12-14,443.277,,0.9954898346339888,,,0.01712194394410438,0.01697701542808554,0.03880469365253658,0.038070719137157955,,,,,,
2015-12-15,464.9989999999999,,1.0170637001075,,,0.04900321920604922,0.04784039824267264,0.02167160800938084,0.021440117259149547,,,,,,
2015-12-16,453.9139999999999,,0.9889124423815733,,,-0.023838760943571957,-0.024127502262456333,-0.02767895238317053,-0.028069233155293236,,,,,,
2015-12-17,456.473,,0.9402283251940493,,,0.005637631798094178,0.005621799827292395,-0.04922995717424605,-0.05048305132759938,,,,,,
2015-12-18,463.816,,0.9211717831099321,,,0.016086384079671667,0.015958369242444436,-0.020267994032390213,-0.020476208013782707,,,,,,
2015-12-19,462.0529999999999,,0.9096329169325174,,,-0.003801076288873384,-0.0038083187379096646,-0.012526291392099376,-0.012605406755821289,,,,,,
2015-12-20,441.1289999999999,,0.9032316429089903,,,-0.04528484827498136,-0.04634225343788986,-0.007037205783090639,-0.007062083698416924,,,,,,
2015-12-21,437.8090000000001,,0.8968062870238118,,,-0.007526143146335484,-0.007554607469311411,-0.007113740905361432,-0.007139164201772463,,,,,,
2015-12-22,436.2370000000001,,0.8789593130596947,,,-0.0035906068628100973,-0.0035970685638876112,-0.01990058970632891,-0.020101273386939945,,,,,,
2015-12-23,442.821,,0.8675654552724993,,,0.015092713364524224,0.014979951538493123,-0.012962895571960953,-0.013047647116415784,,,,,,
2015-12-24,454.907,,0.861363016488459,,,0.027293195218835553,0.02692737727074209,-0.007149245911470814,-0.00717492423029331,,,,,,
2015-12-25,455.7419999999999,,0.8707183439745884,,,0.001835540011474679,0.0018338574665122554,0.010861074026916606,0.010802516181585063,,,,,,
2015-12-26,417.092,,0.8530178649009634,,,-0.0848067546989304,-0.08862003895522388,-0.020328593277163742,-0.020538062805297685,,,,,,
2015-12-27,423.925,,0.8588870868776094,,,0.016382476767715648,0.016249731826976425,0.006880538167072681,0.00685697528612653,,,,,,
2015-12-28,420.708,,0.8421696130307879,,,-0.007588606475201987,-0.00761754645167849,-0.01946411129266845,-0.019656031560381496,,,,,,
2015-12-29,432.1540000000001,,0.8694878107781919,,,0.02720651853542133,0.026842999859652304,0.03243788106898293,0.03192288042957212,,,,,,
2015-12-30,426.811,,0.9003543017405369,,,-0.012363648143948969,-0.012440713909813684,0.03549962469826862,0.03488403941815714,,,,,,
2015-12-31,431.139,,0.9365399677803522,,,0.01014031971996987,0.010089251619043386,0.040190473872188326,0.03940384433776951,,,,,,
2016-01-01,434.4269999999999,,0.9463133430749894,,,0.007626310772163691,0.007597377473940186,0.010435620081223673,0.0103815448781478,,,,,,
2016-01-02,434.3260000000001,,0.9381261621726148,,,-0.00023249015369630754,-0.0002325171837216481,-0.008651659582195936,-0.008689302461806282,,,,,,
2016-01-03,430.198,,0.9721969755035614,,,-0.009504381501453052,-0.009549836378255228,0.03631794390217391,0.03567399241292051,,,,,,
2016-01-04,433.5339999999999,,0.9592978352147374,,,0.007754568826447095,0.007724656695207876,-0.013268031699175675,-0.01335683843353755,,,,,,
2016-01-05,432.115,,0.9531022411427653,,,-0.0032730996876827456,-0.003278467995670981,-0.006458467688072345,-0.006479413825854168,,,,,,
2016-01-06,431.3430000000001,,0.9684340117908705,,,-0.001786561447762569,-0.0017881592519997823,0.01608617626344322,0.015958164716281153,,,,,,
2016-01-07,456.434,,0.9589767803876823,,,0.05816948460969562,0.05654051399942321,-0.009765488704490566,-0.009813483808687486,,,,,,
2016-01-08,454.6963000000001,,0.9955747811931686,,,-0.0038071221688128487,-0.0038143877048014206,0.038163594316320104,0.03745337763965802,,,,,,
